id,xspanish,complete_status,ppage,ppeduc,ppeducat,ppgender,ppethm,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,pprent,ppstaten,ppwork,Q1,Q2,Q3a,Q3b,Q4,QPID,POLIT200,ABCAGE,weights_pid
30082,English,qualified,69,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,A one-family house detached from any other house,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.3986
30083,English,qualified,40,Master's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"Less than $5,000",Divorced,Metro area,South,Owned or being bought by you or someone in your household,Virginia,Working - as a paid employee,Disapprove,Very concerned,Yes,By the end of the year,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0651
30084,English,qualified,62,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",1,A building with 2 or more apartments,"$60,000 to $74,999",Divorced,Metro area,South,Rented for cash,Texas,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,Yes,A Republican,"Yes, registered to vote at my current address",50-64,1.0102
30085,English,qualified,70,Professional or Doctorate degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$175,000 to $199,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - self-employed,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,A Democrat,"No, not registered to vote at my current address",65+,.4177
30086,English,qualified,47,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Working - as a paid employee,Approve,Very concerned,Yes,By July 1,No,A Democrat,"Yes, registered to vote at my current address",30-49,.5624
30087,English,qualified,57,Associate degree,Some college,Male,"Other, Non-Hispanic",1,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Not working - retired,Approve,Somewhat concerned,Yes,By May 1,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",50-64,.7109
30088,English,qualified,63,Bachelor's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro area,West,Owned or being bought by you or someone in your household,California,Working - as a paid employee,Approve,Somewhat concerned,Yes,By May 1,No,An Independent,"Yes, registered to vote at my current address",50-64,.5899
30089,English,qualified,65,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$250,000 or more",Married,Non-metro area,MidWest,Owned or being bought by you or someone in your household,Nebraska,Working - as a paid employee,Disapprove,Somewhat concerned,No, ,No,A Democrat,"Yes, registered to vote at my current address",65+,.4069
30090,English,qualified,67,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$25,000 to $29,999",Never married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Not working - retired,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Democrat,"Yes, registered to vote at my current address",65+,.363
30091,English,qualified,71,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A mobile home,"$100,000 to $124,999",Married,Metro area,South,Owned or being bought by you or someone in your household,South Carolina,Working - as a paid employee,Approve,Somewhat concerned,No, ,No,An Independent,"Yes, registered to vote at my current address",65+,1.0259
30092,English,qualified,65,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",4,A one-family house attached to one or more houses,"$60,000 to $74,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - self-employed,Disapprove,Very concerned,Yes,By July 1,Yes,An Independent,"Yes, registered to vote at my current address",65+,.4551
30093,English,qualified,73,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$40,000 to $49,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Florida,Not working - retired,Approve,Not so concerned,Yes,By May 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,1.0685
30094,English,qualified,40,Master's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$200,000 to $249,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Georgia,Working - as a paid employee,Disapprove,Very concerned,Yes,By June 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.715
30095,English,qualified,41,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$125,000 to $149,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Illinois,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,Longer than that,Yes,An Independent,"Yes, registered to vote at my current address",30-49,1.0028
30096,English,qualified,74,Bachelor's degree,Bachelors degree or higher,Female,Hispanic,2,A one-family house detached from any other house,"$250,000 or more",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Not working - retired,Disapprove,Very concerned,Yes,By the end of the year,Yes,A Republican,"Yes, registered to vote at my current address",65+,1.1061
30097,English,qualified,76,Bachelor's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Hawaii,Working - self-employed,Disapprove,Very concerned,Yes,By the end of the year,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",65+,.52
30098,English,qualified,76,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Texas,Not working - retired,Approve,Not so concerned,Yes,By June 1,Yes,A Republican,"Yes, registered to vote at my current address",65+,.6579
30099,English,qualified,38,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$85,000 to $99,999",Married,Non-metro area,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By June 1,Yes,An Independent,"Yes, registered to vote at my current address",30-49,.6315
30100,English,qualified,63,"Some college, no degree",Some college,Male,"2+ Races, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Non-metro area,South,Owned or being bought by you or someone in your household,North Carolina,Working - as a paid employee,Approve,Not concerned at all,No, ,No,An Independent,"Yes, registered to vote at my current address",50-64,.5803
30101,English,qualified,30,Bachelor's degree,Bachelors degree or higher,Female,"Other, Non-Hispanic",2,A building with 2 or more apartments,"$175,000 to $199,999",Living with partner,Metro area,West,Rented for cash,California,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",30-49,.6734
30102,English,qualified,52,"Some college, no degree",Some college,Female,"Other, Non-Hispanic",2,A one-family house detached from any other house,"$125,000 to $149,999",Married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Very concerned,Yes,By July 1,Yes,A Democrat,"Yes, registered to vote at my current address",50-64,.6244
30103,English,qualified,27,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$200,000 to $249,999",Never married,Metro area,NorthEast,Owned or being bought by you or someone in your household,New York,Working - as a paid employee,Disapprove,Somewhat concerned,Yes,By the end of summer,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",18-29,.6631
30104,English,qualified,68,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"White, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,MidWest,Owned or being bought by you or someone in your household,Minnesota,Not working - retired,Disapprove,Somewhat concerned,Yes,By the end of the year,Did not leave home in the past week,An Independent,"Yes, registered to vote at my current address",65+,.7482
30105,English,qualified,82,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,Male,"Black, Non-Hispanic",2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro area,South,Owned or being bought by you or someone in your household,Maryland,Not working - retired,Disapprove,Very concerned,Yes,Longer than that,Did not leave home in the past week,A Democrat,"Yes, registered to vote at my current address",65+,1.4192
30106,English,qualified,85,Professional or Doctorate degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,A one-family house attached to one or more houses,"$85,000 to $99,999",Married,Metro area,West,Rented for cash,Oregon,Not working - retired,Disapprove,Very concerned,Yes,By July 1,Did not leave home in the past week,A Republican,"Yes, registered to vote at my current address",65+,.3878
30107,English,qualified,60,"Some college, no degree",Some college,Female,"White, Non-Hispanic",2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro area,MidWest,Rented for cash,Michigan,Not working - on temporary layoff from a job,Approve,Somewhat concerned,Yes,By June 1,No,Something else,"No, not registered to vote at my current address",50-64,.9474
30108,English,qualified,32,Associate degree,Some college,Male,"White, Non-Hispanic",4,A one-family house detached from any other house,"$50,000 to $59,999",Married,Metro area,West,Owned or being bought by you or someone in your household,Washington,Working - as a paid employee,Approve,Somewhat concerned,Yes,By the end of summer,Yes,A Republican,"Yes, registered to vote at my current address",30-49,1.1223
