"","year","country","countryNUM","ccodeiso","incDiocese","decDiocese","sumDiocese","state3","polity2","cathpct","cathpop","propenpt","jewpct","nonCathVsChristian","gdp","gdpChange","nonCathVsCath","hogCatholic","hogrel","hogideo","cathPreferredReligion","cathCompositeScore","cathReligiousEducationCompositeScore","cathFinancialCompositeScore","cathRegulatoryBurdenCompositeScore","cathFreeExerciseCompositeScore","incDiocese_lag","decDiocese_lag","sumDiocese_lag","state3_lag","polity2_lag","cathpct_lag","cathpop_lag","propenpt_lag","jewpct_lag","nonCathVsChristian_lag","gdp_lag","gdpChange_lag","nonCathVsCath_lag","hogCatholic_lag","hogrel_lag","hogideo_lag","cathPreferredReligion_lag","cathCompositeScore_lag","cathReligiousEducationCompositeScore_lag","cathFinancialCompositeScore_lag","cathRegulatoryBurdenCompositeScore_lag","cathFreeExerciseCompositeScore_lag","anyDiocese"
"91",1990,"Argentina",1,"ARG",1,0,1,"Increase",7,82.5112,26919175,7.529519,1.021359,0,6432.921661,-1.33721124971766,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,1,0,1,"Increase",7,82.86477,26657933,7.327949,1.069337,0,6520.109296,-7.57338066035214,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0
"92",1991,"Argentina",1,"ARG",0,0,0,"None",7,82.15763,27173797,7.731084,0.973379,0,6977.375836,8.46355985182889,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,1,0,1,"Increase",7,82.5112,26919175,7.529519,1.021359,0,6432.921661,-1.33721124971766,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0
"93",1992,"Argentina",1,"ARG",0,0,0,"None",7,81.80407,27421381,7.932653,0.9253985,0,7494.77434,7.41537386205378,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0,0,0,"None",7,82.15763,27173797,7.731084,0.973379,0,6977.375836,8.46355985182889,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0
"94",1993,"Argentina",1,"ARG",2,0,2,"Increase",7,81.4505,27662176,8.134228,0.8774202,0,7828.087308,4.44727156388274,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0,0,0,"None",7,81.80407,27421381,7.932653,0.9253985,0,7494.77434,7.41537386205378,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0
"95",1994,"Argentina",1,"ARG",0,0,0,"None",7,81.09694,27896813,8.33579,0.8294402,0,8370.763624,6.93242543993353,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,2,0,2,"Increase",7,81.4505,27662176,8.134228,0.8774202,0,7828.087308,4.44727156388274,0,"Non-Christian","0","R",1,3.5,2,3,2.5,2.25,0
"96",1995,"Argentina",1,"ARG",0,0,0,"None",7,80.74337,28125473,8.537357,0.7814621,0,8013.069116,-4.27314070814813,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0,0,0,"None",7,81.09694,27896813,8.33579,0.8294402,0,8370.763624,6.93242543993353,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"97",1996,"Argentina",1,"ARG",0,0,0,"None",7,80.38976,28348699,8.738873,0.7334831,0,8269.764314,3.20345668162836,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0,0,0,"None",7,80.74337,28125473,8.537357,0.7814621,0,8013.069116,-4.27314070814813,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"98",1997,"Argentina",1,"ARG",2,0,2,"Increase",7,80.03614,28565521,8.940393,0.6855048,0,8827.710376,6.74681938704644,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0,0,0,"None",7,80.38976,28348699,8.738873,0.7334831,0,8269.764314,3.20345668162836,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"99",1998,"Argentina",1,"ARG",0,0,0,"None",7,79.68253,28772836,9.141914,0.6375248,0,9154.772989,3.70495404889117,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,2,0,2,"Increase",7,80.03614,28565521,8.940393,0.6855048,0,8827.710376,6.74681938704644,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"100",1999,"Argentina",1,"ARG",0,0,0,"None",8,79.32892,28966603,9.343432,0.5895457,0,8746.499472,-4.45967931144294,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0,0,0,"None",7,79.68253,28772836,9.141914,0.6375248,0,9154.772989,3.70495404889117,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"101",2000,"Argentina",1,"ARG",1,0,1,"Increase",8,78.9753,29144308,9.544947,0.5415674,0,8580.565674,-1.89714523543048,0,"Non-Christian","0","C",1,3,2,3,2.5,2.25,0,0,0,"None",8,79.32892,28966603,9.343432,0.5895457,0,8746.499472,-4.45967931144294,0,"Non-Christian","0","R",1,3,2,3,2.5,2.25,0
"102",2001,"Argentina",1,"ARG",0,0,0,"None",8,78.62169,29304945,9.746465,0.5289891,0,8124.290338,-5.31754377665986,0,"Non-Christian","0","C",1,3,2,3,2.5,2.25,1,0,1,"Increase",8,78.9753,29144308,9.544947,0.5415674,0,8580.565674,-1.89714523543048,0,"Non-Christian","0","C",1,3,2,3,2.5,2.25,0
"103",2002,"Argentina",1,"ARG",1,0,1,"Increase",8,78.26807,29450354,9.947978,0.5164116,0,7181.136346,-11.6090631028849,0,"Non-Christian","0",NA,1,3,2,3,2.5,2.25,0,0,0,"None",8,78.62169,29304945,9.746465,0.5289891,0,8124.290338,-5.31754377665986,0,"Non-Christian","0","C",1,3,2,3,2.5,2.25,0
"105",2004,"Argentina",1,"ARG",0,0,0,"None",8,77.56084,29712612,10.35102,0.4912581,0,8352.924475,7.85772214325708,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0,0,0,"None",8,77.91446,29584440,10.1495,0.5038344,0,7744.391694,7.84354064400603,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0
"106",2005,"Argentina",1,"ARG",0,0,0,"None",8,77.20723,29838938,10.55253,0.4786812,0,9019.192976,7.97646983393803,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0,0,0,"None",8,77.56084,29712612,10.35102,0.4912581,0,8352.924475,7.85772214325708,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0
"107",2006,"Argentina",1,"ARG",0,0,0,"None",8,76.85361,29964398,10.75405,0.4705131,0,9678.850911,7.31393525734889,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0,0,0,"None",8,77.20723,29838938,10.55253,0.4786812,0,9019.192976,7.97646983393803,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0
"108",2007,"Argentina",1,"ARG",0,0,0,"None",8,76.5,30088488,10.95557,0.4623461,0,10406.65185,7.51949736277946,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0,0,0,"None",8,76.85361,29964398,10.75405,0.4705131,0,9678.850911,7.31393525734889,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0
"109",2008,"Argentina",1,"ARG",0,0,0,"None",8,76.14639,30211902,11.15709,0.4541804,0,10995.43007,5.65771036147424,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0,0,0,"None",8,76.5,30088488,10.95557,0.4623461,0,10406.65185,7.51949736277946,0,"Non-Christian","0","L",1,3,2,3,2.5,2.25,0
"112",1903,"Australia",2,"AUS",0,0,0,"None",10,22.41201,878418,28.81234,0.397509,0,4076.232033,6.63513844803394,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.48705,867106,28.78006,0.3995307,0,3822.597403,-0.42039302665331,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"113",1904,"Australia",2,"AUS",0,0,0,"None",10,22.33697,890141,28.84463,0.3954774,0,4294.728839,5.36026419082902,0,"Non-Christian","0","C",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.41201,878418,28.81234,0.397509,0,4076.232033,6.63513844803394,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"114",1905,"Australia",2,"AUS",0,0,0,"None",10,22.26194,902249,28.87693,0.393449,0,4281.968032,-0.297127187265489,0,"Non-Christian","0","C",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.33697,890141,28.84463,0.3954774,0,4294.728839,5.36026419082902,0,"Non-Christian","0","C",1,2.5,2,2.5,2.3333,2,0
"115",1906,"Australia",2,"AUS",0,0,0,"None",10,22.18689,914714,28.90922,0.3914118,0,4507.385524,5.26434317854338,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.26194,902249,28.87693,0.393449,0,4281.968032,-0.297127187265489,0,"Non-Christian","0","C",1,2.5,2,2.5,2.3333,2,0
"116",1907,"Australia",2,"AUS",0,0,0,"None",10,22.11186,927513,28.94148,0.3893779,0,4616.428398,2.41920451266906,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.18689,914714,28.90922,0.3914118,0,4507.385524,5.26434317854338,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"117",1908,"Australia",2,"AUS",0,0,0,"None",10,22.03681,940618,28.97383,0.3873588,0,4693.114129,1.66114849811647,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.11186,927513,28.94148,0.3893779,0,4616.428398,2.41920451266906,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"118",1909,"Australia",2,"AUS",0,0,0,"None",10,21.96179,954006,29.00609,0.3853188,0,4980.59841,6.12566140728517,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,22.03681,940618,28.97383,0.3873588,0,4693.114129,1.66114849811647,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"119",1910,"Australia",2,"AUS",1,0,1,"Increase",10,21.88674,967650,29.03838,0.3832922,0,5209.828571,4.6024622370628,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.96179,954006,29.00609,0.3853188,0,4980.59841,6.12566140728517,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"120",1911,"Australia",2,"AUS",0,0,0,"None",10,21.81171,981527,28.92353,0.3812667,0,5103.777778,-2.03559083671815,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,1,0,1,"Increase",10,21.88674,967650,29.03838,0.3832922,0,5209.828571,4.6024622370628,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0
"121",1912,"Australia",2,"AUS",0,0,0,"None",10,21.75413,999471,28.74463,0.3822483,0,5098.476722,-0.103865337218434,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.81171,981527,28.92353,0.3812667,0,5103.777778,-2.03559083671815,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0
"122",1913,"Australia",2,"AUS",0,0,0,"None",10,21.69657,1017612,28.5657,0.3832461,0,5156.813939,1.14420875451433,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.75413,999471,28.74463,0.3822483,0,5098.476722,-0.103865337218434,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0
"123",1914,"Australia",2,"AUS",0,0,0,"None",10,21.63898,1035925,28.3868,0.3842242,0,5026.758565,-2.52201020898613,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.69657,1017612,28.5657,0.3832461,0,5156.813939,1.14420875451433,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"124",1915,"Australia",2,"AUS",0,0,0,"None",10,21.58141,1054389,28.20784,0.3852314,0,4896.600282,-2.58930842444389,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.63898,1035925,28.3868,0.3842242,0,5026.758565,-2.52201020898613,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"125",1916,"Australia",2,"AUS",0,0,0,"None",10,21.52385,1072981,28.02894,0.3862125,0,4878.304743,-0.373637584167441,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.58141,1054389,28.20784,0.3852314,0,4896.600282,-2.58930842444389,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0
"126",1917,"Australia",2,"AUS",1,0,1,"Increase",10,21.46626,1091677,27.85002,0.3871953,0,4791.111111,-1.7873756682609,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.52385,1072981,28.02894,0.3862125,0,4878.304743,-0.373637584167441,0,"Non-Christian","0","L",1,2.5,2,2.5,2.3333,2,0
"127",1918,"Australia",2,"AUS",0,0,0,"None",10,21.40871,1110457,27.67107,0.3881864,0,4601.550079,-3.95651504647395,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,1,0,1,"Increase",10,21.46626,1091677,27.85002,0.3871953,0,4791.111111,-1.7873756682609,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"128",1919,"Australia",2,"AUS",0,0,0,"None",10,21.35113,1129297,27.49221,0.3891727,0,4715.578664,2.47804724587026,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.40871,1110457,27.67107,0.3881864,0,4601.550079,-3.95651504647395,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"129",1920,"Australia",2,"AUS",0,0,0,"None",10,21.29355,1148176,27.31325,0.3901612,0,4765.584173,1.06043208189393,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.35113,1129297,27.49221,0.3891727,0,4715.578664,2.47804724587026,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"130",1921,"Australia",2,"AUS",0,0,0,"None",10,21.23598,1167073,27.13432,0.391158,0,4910.822194,3.04764359892884,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.29355,1148176,27.31325,0.3901612,0,4765.584173,1.06043208189393,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"131",1922,"Australia",2,"AUS",0,0,0,"None",10,21.03096,1176494,26.92205,0.3878368,0,5063.688554,3.11284656542383,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.23598,1167073,27.13432,0.391158,0,4910.822194,3.04764359892884,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"132",1923,"Australia",2,"AUS",0,0,0,"None",10,20.82595,1185606,26.7147,0.3844948,0,5192.030893,2.53456225894102,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,21.03096,1176494,26.92205,0.3878368,0,5063.688554,3.11284656542383,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"133",1924,"Australia",2,"AUS",0,0,0,"None",10,20.62094,1194385,26.50733,0.3811744,0,5417.425675,4.34116796769992,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,20.82595,1185606,26.7147,0.3844948,0,5192.030893,2.53456225894102,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"134",1925,"Australia",2,"AUS",0,0,0,"None",10,20.41593,1202811,26.29997,0.3778474,0,5553.087666,2.50417816761279,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,20.62094,1194385,26.50733,0.3811744,0,5417.425675,4.34116796769992,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"135",1926,"Australia",2,"AUS",0,0,0,"None",10,20.21091,1210862,26.09258,0.3745204,0,5572.559367,0.350646382177966,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,20.41593,1202811,26.29997,0.3778474,0,5553.087666,2.50417816761279,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"136",1927,"Australia",2,"AUS",0,0,0,"None",10,20.00589,1218517,25.88524,0.3711997,0,5543.794441,-0.516188776208326,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,20.21091,1210862,26.09258,0.3745204,0,5572.559367,0.350646382177966,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"137",1928,"Australia",2,"AUS",0,0,0,"None",10,19.80088,1225759,25.67786,0.3678583,0,5451.77665,-1.65983410783539,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0,0,0,"None",10,20.00589,1218517,25.88524,0.3711997,0,5543.794441,-0.516188776208326,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"138",1929,"Australia",2,"AUS",1,0,1,"Increase",10,19.59587,1232568,25.47049,0.3645345,0,5262.976861,-3.46308737721307,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.80088,1225759,25.67786,0.3678583,0,5451.77665,-1.65983410783539,0,"Non-Christian","0","R",1,2.5,2,2.5,2.3333,2,0
"139",1930,"Australia",2,"AUS",1,0,1,"Increase",10,19.39085,1238926,25.26313,0.3612172,0,4708.301128,-10.5392014376937,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,1,0,1,"Increase",10,19.59587,1232568,25.47049,0.3645345,0,5262.976861,-3.46308737721307,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"140",1931,"Australia",2,"AUS",0,0,0,"None",10,19.18583,1244817,25.05579,0.3578799,0,4353.608089,-7.53335501186745,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,1,0,1,"Increase",10,19.39085,1238926,25.26313,0.3612172,0,4708.301128,-10.5392014376937,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"141",1932,"Australia",2,"AUS",0,0,0,"None",10,18.98082,1250224,24.8484,0.3545588,0,4563.76349,4.82715478067461,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.18583,1244817,25.05579,0.3578799,0,4353.608089,-7.53335501186745,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"142",1933,"Australia",2,"AUS",0,0,0,"None",10,18.77591,1255139,24.64104,0.3512276,0,4842.406877,6.10556150884147,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,18.98082,1250224,24.8484,0.3545588,0,4563.76349,4.82715478067461,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"143",1934,"Australia",2,"AUS",0,0,0,"None",10,18.9141,1282760,24.97115,0.3549232,0,5059.862317,4.49064784359301,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,18.77591,1255139,24.64104,0.3512276,0,4842.406877,6.10556150884147,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"144",1935,"Australia",2,"AUS",0,0,0,"None",10,19.05228,1310516,25.30122,0.3586088,0,5317.587641,5.09352444500517,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,18.9141,1282760,24.97115,0.3549232,0,5059.862317,4.49064784359301,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"145",1936,"Australia",2,"AUS",0,0,0,"None",10,19.19047,1338387,25.63135,0.3623053,0,5515.848445,3.72839748745006,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.05228,1310516,25.30122,0.3586088,0,5317.587641,5.09352444500517,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"146",1937,"Australia",2,"AUS",0,0,0,"None",10,19.32866,1366351,25.96147,0.3659902,0,5745.651221,4.16622715963693,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.19047,1338387,25.63135,0.3623053,0,5515.848445,3.72839748745006,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"147",1938,"Australia",2,"AUS",0,0,0,"None",10,19.46684,1394385,26.29156,0.3696841,0,5886.326767,2.44838296981618,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.32866,1366351,25.96147,0.3659902,0,5745.651221,4.16622715963693,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"148",1939,"Australia",2,"AUS",0,0,0,"None",10,19.60504,1422468,26.62166,0.3733655,0,5845.561325,-0.692544665181338,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.46684,1394385,26.29156,0.3696841,0,5886.326767,2.44838296981618,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"149",1940,"Australia",2,"AUS",0,0,0,"None",10,19.74322,1450574,26.95178,0.3770551,0,6166.139165,5.48412414439943,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.60504,1422468,26.62166,0.3733655,0,5845.561325,-0.692544665181338,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"150",1941,"Australia",2,"AUS",1,0,1,"Increase",10,19.88142,1478682,27.28188,0.3807458,0,6788.230066,10.0888235629045,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,19.74322,1450574,26.95178,0.3770551,0,6166.139165,5.48412414439943,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"151",1942,"Australia",2,"AUS",0,0,0,"None",10,20.0196,1506765,27.61199,0.3844442,0,7505.452112,10.5656708601013,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,1,0,1,"Increase",10,19.88142,1478682,27.28188,0.3807458,0,6788.230066,10.0888235629045,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"152",1943,"Australia",2,"AUS",0,0,0,"None",10,20.15779,1534800,27.94206,0.3881308,0,7702.832504,2.62982681195743,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.0196,1506765,27.61199,0.3844442,0,7505.452112,10.5656708601013,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"153",1944,"Australia",2,"AUS",0,0,0,"None",10,20.29597,1562760,28.27219,0.3918257,0,7362.02709,-4.42441678204769,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.15779,1534800,27.94206,0.3881308,0,7702.832504,2.62982681195743,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"154",1945,"Australia",2,"AUS",0,0,0,"None",10,20.43416,1590620,28.6024,0.3955103,0,6916.898092,-6.04628307609229,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.29597,1562760,28.27219,0.3918257,0,7362.02709,-4.42441678204769,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"155",1946,"Australia",2,"AUS",0,0,0,"None",10,20.57235,1618354,28.93383,0.3992045,0,6594.932834,-4.65476364864159,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.43416,1590620,28.6024,0.3955103,0,6916.898092,-6.04628307609229,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"156",1947,"Australia",2,"AUS",0,0,0,"None",10,20.71054,1645934,29.2653,0.4028903,0,6664.39905,1.05332711869133,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.57235,1618354,28.93383,0.3992045,0,6594.932834,-4.65476364864159,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"157",1948,"Australia",2,"AUS",1,1,0,"None",10,21.0298,1687865,29.19939,0.4220873,0,6967.459754,4.54745734350948,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,20.71054,1645934,29.2653,0.4028903,0,6664.39905,1.05332711869133,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"158",1949,"Australia",2,"AUS",0,0,0,"None",10,21.34905,1729864,29.13347,0.4412936,0,7236.792524,3.86558056320851,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,1,1,0,"None",10,21.0298,1687865,29.19939,0.4220873,0,6967.459754,4.54745734350948,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"159",1950,"Australia",2,"AUS",0,0,0,"None",10,21.66829,1771891,29.06756,0.4605041,0,7411.576424,2.41521225626338,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,21.34905,1729864,29.13347,0.4412936,0,7236.792524,3.86558056320851,0,"Non-Christian","0","L",1,2.5,2,1.5,2.3333,2,0
"160",1951,"Australia",2,"AUS",1,0,1,"Increase",10,21.98754,1850832,29.00232,0.4797069,0,7507.343783,1.29213211227086,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,21.66829,1771891,29.06756,0.4605041,0,7411.576424,2.41521225626338,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"161",1952,"Australia",2,"AUS",0,0,0,"None",10,22.3068,1924419,28.93707,0.4989074,0,7417.837696,-1.19224707948878,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,1,0,1,"Increase",10,21.98754,1850832,29.00232,0.4797069,0,7507.343783,1.29213211227086,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"162",1953,"Australia",2,"AUS",0,0,0,"None",10,22.62605,1996056,28.87183,0.5181061,0,7505.25744,1.17850710116159,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,22.3068,1924419,28.93707,0.4989074,0,7417.837696,-1.19224707948878,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"163",1954,"Australia",2,"AUS",1,0,1,"Increase",10,22.9453,2068406,28.80662,0.5373116,0,7790.585565,3.80171003168148,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,22.62605,1996056,28.87183,0.5181061,0,7505.25744,1.17850710116159,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"164",1955,"Australia",2,"AUS",0,0,0,"None",10,23.26793,2143633,28.58346,0.5381846,0,8027.412053,3.03990612803184,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,1,0,1,"Increase",10,22.9453,2068406,28.80662,0.5373116,0,7790.585565,3.80171003168148,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"165",1956,"Australia",2,"AUS",0,0,0,"None",10,23.59055,2222372,28.36035,0.5390526,0,8108.324879,1.00795655518593,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,23.26793,2143633,28.58346,0.5381846,0,8027.412053,3.03990612803184,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"166",1957,"Australia",2,"AUS",0,0,0,"None",10,23.91318,2304611,28.13723,0.5399273,0,8090.238535,-0.223058945835308,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,23.59055,2222372,28.36035,0.5390526,0,8108.324879,1.00795655518593,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"167",1958,"Australia",2,"AUS",0,0,0,"None",10,24.23581,2389471,27.91409,0.5408014,0,8305.474779,2.66044373189795,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,23.91318,2304611,28.13723,0.5399273,0,8090.238535,-0.223058945835308,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
"168",1959,"Australia",2,"AUS",0,0,0,"None",10,24.55844,2475393,27.69098,0.541678,0,8628.438443,3.88856353903568,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0,0,0,"None",10,24.23581,2389471,27.91409,0.5408014,0,8305.474779,2.66044373189795,0,"Non-Christian","0","R",1,2.5,2,1.5,2.3333,2,0
